Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,RowIssue,AvgPricePerUnit,Margin,Year,Month,MonthYear
2024-01-14,East,Headphones,Alice,11.0,152.0,Accessories,1672.0,1239.712611892259,432.2873881077408,,152.0,0.2585,2024,1,2024-01-01
2024-08-29,West,Mobile,David,19.0,959.0,Electronics,18221.0,16060.42322347696,2160.576776523036,,959.0,0.1186,2024,8,2024-08-01
2024-09-21,East,Headphones,Eva,18.0,966.0,Accessories,17388.0,14549.48195538444,2838.518044615557,,966.0,0.1632,2024,9,2024-09-01
2024-12-11,East,Unknown,Eva,,1358.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,12,2024-12-01
2024-02-22,South,Laptop,Grace,1.0,1902.0,Electronics,1902.0,1488.313243586873,413.6867564131269,,1902.0,0.2175,2024,2,2024-02-01
2024-12-05,East,Smartwatch,Charlie,19.0,1922.0,Accessories,36518.0,25567.5685084836,10950.4314915164,,1922.0,0.2999,2024,12,2024-12-01
2024-04-01,West,Unknown,Charlie,17.0,532.0,Accessories,9044.0,7669.266170789086,1374.733829210914,,532.0,0.152,2024,4,2024-04-01
2024-09-20,South,Tablet,Bob,5.0,1619.0,Electronics,8095.0,5564.801555030231,2530.198444969769,,1619.0,0.3126,2024,9,2024-09-01
2024-02-04,West,Printer,Bob,3.0,1098.0,Office,3294.0,2139.228482849326,1154.771517150674,,1098.0,0.3506,2024,2,2024-02-01
2024-07-24,East,Camera,Eva,2.0,199.0,Electronics,398.0,323.1308843962575,74.8691156037425,,199.0,0.1881,2024,7,2024-07-01
2024-03-21,West,Headphones,Charlie,3.0,1089.0,Accessories,3267.0,2586.440445830026,680.559554169974,,1089.0,0.2083,2024,3,2024-03-01
2024-02-19,South,Laptop,Alice,8.0,698.0,Electronics,5584.0,4822.815201627806,761.1847983721937,,698.0,0.1363,2024,2,2024-02-01
2024-12-25,North,Smartwatch,David,16.0,502.0,Accessories,8032.0,7137.053896433556,894.9461035664435,,502.0,0.1114,2024,12,2024-12-01
2024-01-02,West,Monitor,Hannah,6.0,495.0,Office,2970.0,2545.763050217078,424.2369497829222,,495.0,0.1428,2024,1,2024-01-01
2024-02-23,West,Monitor,Charlie,13.0,1650.0,Office,21450.0,13256.24026748052,8193.759732519478,,1650.0,0.382,2024,2,2024-02-01
2024-04-15,South,Camera,Grace,16.0,514.0,Electronics,8224.0,6573.887541853852,1650.112458146148,,514.0,0.2006,2024,4,2024-04-01
2024-09-16,South,Headphones,Hannah,16.0,1038.0,Accessories,16608.0,13874.65077385382,2733.34922614618,,1038.0,0.1646,2024,9,2024-09-01
2024-11-05,West,Smartwatch,Charlie,3.0,1736.0,Accessories,5208.0,4658.965438924716,549.0345610752838,,1736.0,0.1054,2024,11,2024-11-01
2024-07-09,East,Smartwatch,Frank,13.0,776.0,Accessories,10088.0,7186.674956845035,2901.325043154965,,776.0,0.2876,2024,7,2024-07-01
2024-08-05,West,Laptop,Bob,14.0,562.0,Electronics,7868.0,5121.788498594818,2746.211501405182,,562.0,0.349,2024,8,2024-08-01
2024-02-13,South,Laptop,Grace,8.0,640.0,Electronics,5120.0,4382.105182920532,737.8948170794683,,640.0,0.1441,2024,2,2024-02-01
2024-06-10,North,Smartwatch,David,12.0,1749.0,Accessories,20988.0,14591.69760460802,6396.302395391978,,1749.0,0.3048,2024,6,2024-06-01
2024-07-20,North,Mobile,Eva,8.0,1742.0,Electronics,13936.0,10862.56248593497,3073.437514065034,,1742.0,0.2205,2024,7,2024-07-01
2024-09-26,East,Smartwatch,Grace,9.0,1487.0,Accessories,13383.0,9595.188488838772,3787.811511161228,,1487.0,0.283,2024,9,2024-09-01
2024-12-16,West,Camera,Charlie,1.0,1253.0,Electronics,1253.0,903.0344399155807,349.9655600844193,,1253.0,0.2793,2024,12,2024-12-01
2024-10-30,North,Smartwatch,Eva,6.0,183.0,Accessories,1098.0,900.0737994410525,197.9262005589475,,183.0,0.1803,2024,10,2024-10-01
2024-09-27,West,Tablet,Charlie,19.0,370.0,Electronics,7030.0,4980.351039341931,2049.648960658069,,370.0,0.2916,2024,9,2024-09-01
2024-08-02,South,Printer,Eva,11.0,343.0,Office,3773.0,3048.291720371294,724.7082796287059,,343.0,0.1921,2024,8,2024-08-01
2024-09-08,North,Tablet,David,11.0,487.0,Electronics,5357.0,3237.227260757395,2119.772739242605,,487.0,0.3957,2024,9,2024-09-01
2024-07-08,East,Tablet,Bob,13.0,313.0,Electronics,4069.0,2837.697068977731,1231.302931022269,,313.0,0.3026,2024,7,2024-07-01
2024-10-22,South,Mobile,David,11.0,917.0,Electronics,10087.0,7017.659143279318,3069.340856720682,,917.0,0.3043,2024,10,2024-10-01
2024-07-31,East,Mobile,Frank,18.0,1289.0,Electronics,23202.0,19133.54289101269,4068.45710898731,,1289.0,0.1753,2024,7,2024-07-01
2024-07-26,South,Monitor,Alice,15.0,1914.0,Office,28710.0,19935.28044032873,8774.71955967127,,1914.0,0.3056,2024,7,2024-07-01
2024-08-24,North,Smartwatch,Bob,1.0,158.0,Accessories,158.0,124.8197060741049,33.18029392589506,,158.0,0.21,2024,8,2024-08-01
2024-12-03,East,Tablet,David,7.0,1725.0,Electronics,12075.0,9739.179646635741,2335.820353364259,,1725.0,0.1934,2024,12,2024-12-01
2024-02-22,East,Mobile,Frank,13.0,982.0,Electronics,12766.0,10181.23814916611,2584.761850833887,,982.0,0.2025,2024,2,2024-02-01
2024-10-06,South,Laptop,Alice,12.0,942.0,Electronics,11304.0,8828.289531172231,2475.710468827769,,942.0,0.219,2024,10,2024-10-01
2024-08-04,East,Smartwatch,Frank,18.0,1023.0,Accessories,18414.0,13333.30219917593,5080.697800824073,,1023.0,0.2759,2024,8,2024-08-01
2024-09-08,South,Camera,Charlie,19.0,1627.0,Electronics,30913.0,22009.79303254189,8903.20696745811,,1627.0,0.288,2024,9,2024-09-01
2024-07-06,South,Printer,Hannah,15.0,1829.0,Office,27435.0,21107.80909246276,6327.190907537239,,1829.0,0.2306,2024,7,2024-07-01
2024-02-10,South,Headphones,Charlie,8.0,222.0,Accessories,1776.0,1099.541013003649,676.4589869963509,,222.0,0.3809,2024,2,2024-02-01
2024-06-05,South,Smartwatch,Eva,19.0,1771.0,Accessories,33649.0,29030.53855955754,4618.461440442461,,1771.0,0.1373,2024,6,2024-06-01
2024-01-15,North,Headphones,Bob,10.0,1536.0,Accessories,15360.0,13019.05217908382,2340.947820916179,,1536.0,0.1524,2024,1,2024-01-01
2024-10-27,South,Tablet,Charlie,7.0,1262.0,Electronics,8834.0,6218.38877709196,2615.61122290804,,1262.0,0.2961,2024,10,2024-10-01
2024-03-05,West,Printer,Grace,18.0,1352.0,Office,24336.0,18739.83305601382,5596.166943986183,,1352.0,0.23,2024,3,2024-03-01
2024-12-10,East,Headphones,Frank,16.0,1397.0,Accessories,22352.0,19662.34605294574,2689.653947054263,,1397.0,0.1203,2024,12,2024-12-01
2024-11-22,West,Tablet,Bob,6.0,538.0,Electronics,3228.0,2199.853074613874,1028.146925386126,,538.0,0.3185,2024,11,2024-11-01
2024-01-09,North,Laptop,Hannah,9.0,1121.0,Electronics,10089.0,8300.589358732013,1788.410641267987,,1121.0,0.1773,2024,1,2024-01-01
2024-12-09,West,Headphones,Grace,13.0,661.0,Accessories,8593.0,5369.074326092819,3223.925673907181,,661.0,0.3752,2024,12,2024-12-01
2024-05-08,East,Printer,Charlie,8.0,217.0,Office,1736.0,1314.172214402882,421.8277855971182,,217.0,0.243,2024,5,2024-05-01
2024-05-15,West,Monitor,Unknown,16.0,1837.0,Office,29392.0,25429.68619581449,3962.313804185509,,1837.0,0.1348,2024,5,2024-05-01
2024-03-03,North,Smartwatch,David,13.0,1004.0,Accessories,13052.0,9991.472873014112,3060.527126985888,,1004.0,0.2345,2024,3,2024-03-01
2024-05-18,South,Tablet,Eva,13.0,1606.0,Electronics,20878.0,16386.6379556115,4491.362044388497,,1606.0,0.2151,2024,5,2024-05-01
2024-03-21,West,Smartwatch,Grace,17.0,494.0,Accessories,8398.0,7325.506435564065,1072.493564435935,,494.0,0.1277,2024,3,2024-03-01
2024-06-11,North,Printer,Alice,5.0,1826.0,Office,9130.0,7437.37279309641,1692.62720690359,,1826.0,0.1854,2024,6,2024-06-01
2024-10-15,North,Mobile,Charlie,17.0,975.0,Electronics,16575.0,13405.21198491516,3169.78801508484,,975.0,0.1912,2024,10,2024-10-01
2024-09-17,East,Tablet,Grace,9.0,1583.0,Electronics,14247.0,11054.46394882726,3192.536051172743,,1583.0,0.2241,2024,9,2024-09-01
2024-08-18,East,Headphones,Alice,2.0,1958.0,Accessories,3916.0,3093.235023953253,822.764976046747,,1958.0,0.2101,2024,8,2024-08-01
2024-02-10,West,Tablet,Alice,18.0,1816.0,Electronics,32688.0,27494.25687007656,5193.743129923441,,1816.0,0.1589,2024,2,2024-02-01
2024-01-28,South,Smartwatch,Frank,9.0,1034.0,Accessories,9306.0,8317.422921949246,988.5770780507537,,1034.0,0.1062,2024,1,2024-01-01
2024-05-14,North,Laptop,Bob,6.0,1201.0,Electronics,7206.0,6042.9343502949,1163.0656497051,,1201.0,0.1614,2024,5,2024-05-01
2024-07-19,West,Tablet,Frank,11.0,1051.0,Electronics,11561.0,9390.54999313191,2170.45000686809,,1051.0,0.1877,2024,7,2024-07-01
2024-11-23,North,Headphones,Charlie,6.0,1535.0,Accessories,9210.0,5900.510513418615,3309.489486581385,,1535.0,0.3593,2024,11,2024-11-01
2024-09-24,North,Mobile,Alice,6.0,174.0,Electronics,1044.0,882.3095773467383,161.6904226532617,,174.0,0.1549,2024,9,2024-09-01
2024-02-02,South,Monitor,Hannah,13.0,394.0,Office,5122.0,4204.128944944847,917.8710550551532,,394.0,0.1792,2024,2,2024-02-01
2024-02-17,South,Camera,Grace,11.0,1916.0,Electronics,21076.0,17516.88868508292,3559.111314917078,,1916.0,0.1689,2024,2,2024-02-01
2024-03-02,West,Laptop,David,14.0,120.0,Electronics,1680.0,1124.472625034629,555.5273749653709,,120.0,0.3307,2024,3,2024-03-01
2024-08-03,South,Monitor,Alice,2.0,1294.0,Office,2588.0,2254.233685994376,333.7663140056238,,1294.0,0.129,2024,8,2024-08-01
2024-10-19,South,Unknown,Grace,8.0,1138.0,Electronics,9104.0,5728.09487322895,3375.90512677105,,1138.0,0.3708,2024,10,2024-10-01
2024-04-08,West,Tablet,Hannah,,1334.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,4,2024-04-01
2024-06-20,South,Smartwatch,David,3.0,659.0,Accessories,1977.0,1579.439201270203,397.5607987297972,,659.0,0.2011,2024,6,2024-06-01
2024-12-25,East,Printer,Frank,1.0,1209.0,Office,1209.0,969.7562360315092,239.2437639684908,,1209.0,0.1979,2024,12,2024-12-01
2024-08-01,North,Smartwatch,Frank,19.0,1272.0,Accessories,24168.0,16772.5284355075,7395.471564492502,,1272.0,0.306,2024,8,2024-08-01
2024-02-04,North,Unknown,Bob,18.0,1823.0,Office,32814.0,26594.30098984413,6219.699010155873,,1823.0,0.1895,2024,2,2024-02-01
2024-08-14,North,Headphones,Grace,17.0,471.0,Accessories,8007.0,5736.047944500769,2270.952055499231,,471.0,0.2836,2024,8,2024-08-01
2024-04-10,North,Smartwatch,Alice,13.0,1603.0,Accessories,20839.0,12504.49727248898,8334.50272751102,,1603.0,0.3999,2024,4,2024-04-01
2024-05-10,West,Laptop,Eva,3.0,,Electronics,,,,ESSENTIAL_NULL;,,,2024,5,2024-05-01
2024-09-13,North,Smartwatch,Frank,1.0,1274.0,Accessories,1274.0,1101.736704788386,172.2632952116137,,1274.0,0.1352,2024,9,2024-09-01
2024-01-05,North,Headphones,Frank,4.0,1264.0,Accessories,5056.0,3371.382276991183,1684.617723008817,,1264.0,0.3332,2024,1,2024-01-01
2024-08-05,North,Camera,Bob,13.0,1192.0,Electronics,15496.0,9822.497583287142,5673.502416712858,,1192.0,0.3661,2024,8,2024-08-01
2024-09-11,North,Tablet,David,17.0,1383.0,Electronics,23511.0,18918.3655338286,4592.634466171399,,1383.0,0.1953,2024,9,2024-09-01
2024-12-24,East,Printer,Bob,11.0,945.0,Office,10395.0,7611.343040654762,2783.656959345238,,945.0,0.2678,2024,12,2024-12-01
2024-10-09,North,Monitor,Hannah,2.0,620.0,Office,1240.0,1040.331828339924,199.6681716600763,,620.0,0.161,2024,10,2024-10-01
2024-07-25,East,Tablet,Alice,16.0,1756.0,Electronics,28096.0,24118.54706446812,3977.452935531885,,1756.0,0.1416,2024,7,2024-07-01
2024-01-15,West,Smartwatch,Grace,2.0,470.0,Accessories,940.0,802.5688634231993,137.4311365768007,,470.0,0.1462,2024,1,2024-01-01
2024-12-11,South,Mobile,Charlie,19.0,1542.0,Electronics,29298.0,20329.96323120917,8968.036768790826,,1542.0,0.3061,2024,12,2024-12-01
2024-02-11,North,Tablet,Charlie,19.0,200.0,Electronics,3800.0,2856.322369283707,943.6776307162932,,200.0,0.2483,2024,2,2024-02-01
2024-06-27,South,Camera,Grace,16.0,760.0,Electronics,12160.0,9667.717047992124,2492.282952007876,,760.0,0.205,2024,6,2024-06-01
2024-03-03,South,Smartwatch,David,19.0,1781.0,Accessories,33839.0,23572.07570718224,10266.92429281776,,1781.0,0.3034,2024,3,2024-03-01
2024-12-17,Unknown,Printer,Hannah,9.0,1988.0,Office,17892.0,10955.80468508886,6936.19531491114,,1988.0,0.3877,2024,12,2024-12-01
2024-08-18,South,Headphones,Frank,1.0,1067.0,Accessories,1067.0,798.8621687732438,268.1378312267562,,1067.0,0.2513,2024,8,2024-08-01
2024-08-28,East,Camera,David,10.0,342.0,Electronics,3420.0,2065.151610135699,1354.848389864301,,342.0,0.3962,2024,8,2024-08-01
2024-02-21,South,Smartwatch,Frank,19.0,852.0,Accessories,16188.0,14329.51541191909,1858.48458808091,,852.0,0.1148,2024,2,2024-02-01
2024-04-05,South,Camera,Unknown,1.0,611.0,Electronics,611.0,512.6321123251857,98.36788767481426,,611.0,0.161,2024,4,2024-04-01
2024-08-09,South,Tablet,Charlie,2.0,948.0,Electronics,1896.0,1246.815160886621,649.1848391133794,,948.0,0.3424,2024,8,2024-08-01
2024-08-18,North,Printer,David,16.0,654.0,Office,10464.0,7181.145234121541,3282.854765878459,,654.0,0.3137,2024,8,2024-08-01
2024-08-24,North,Headphones,Hannah,12.0,1218.0,Accessories,14616.0,13079.15046535563,1536.849534644367,,1218.0,0.1051,2024,8,2024-08-01
2024-05-22,East,Smartwatch,Bob,,325.0,Accessories,,,,ESSENTIAL_NULL;,,,2024,5,2024-05-01
2024-06-19,East,Laptop,Frank,18.0,1641.0,Electronics,29538.0,24667.67729816469,4870.322701835306,,1641.0,0.1649,2024,6,2024-06-01
2024-01-29,North,Monitor,Eva,2.0,313.0,Office,626.0,459.511944969136,166.488055030864,,313.0,0.266,2024,1,2024-01-01
2024-02-05,East,Headphones,Eva,13.0,817.0,Accessories,10621.0,9125.868842961774,1495.131157038226,,817.0,0.1408,2024,2,2024-02-01
2024-01-13,North,Laptop,Bob,6.0,166.0,Electronics,996.0,807.8815482386589,188.1184517613411,,166.0,0.1889,2024,1,2024-01-01
2024-06-08,West,Camera,Eva,6.0,495.0,Electronics,2970.0,1802.412863363023,1167.587136636977,,495.0,0.3931,2024,6,2024-06-01
2024-11-22,South,Mobile,Alice,,711.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,11,2024-11-01
2024-07-05,South,Headphones,Frank,16.0,1135.0,Accessories,18160.0,13935.94213153953,4224.057868460472,,1135.0,0.2326,2024,7,2024-07-01
2024-08-30,East,Camera,Bob,11.0,1360.0,Electronics,14960.0,13132.66910978505,1827.330890214946,,1360.0,0.1221,2024,8,2024-08-01
2024-03-26,North,Laptop,David,7.0,1957.0,Electronics,13699.0,8638.712258008132,5060.287741991868,,1957.0,0.3694,2024,3,2024-03-01
2024-10-10,North,Tablet,Frank,10.0,869.0,Electronics,8690.0,6781.230735812752,1908.769264187248,,869.0,0.2197,2024,10,2024-10-01
2024-03-06,East,Tablet,Bob,10.0,1522.0,Electronics,15220.0,10511.73895563019,4708.261044369807,,1522.0,0.3093,2024,3,2024-03-01
2024-06-18,North,Mobile,Unknown,18.0,506.0,Electronics,9108.0,7894.799231589919,1213.200768410081,,506.0,0.1332,2024,6,2024-06-01
2024-02-14,West,Monitor,Hannah,9.0,1024.0,Office,9216.0,7645.140936783857,1570.859063216143,,1024.0,0.1704,2024,2,2024-02-01
2024-03-02,South,Headphones,David,15.0,1972.0,Accessories,29580.0,21028.7419551104,8551.258044889604,,1972.0,0.2891,2024,3,2024-03-01
2024-05-13,East,Headphones,Hannah,4.0,1603.0,Accessories,6412.0,4168.639646094609,2243.360353905391,,1603.0,0.3499,2024,5,2024-05-01
2024-10-10,East,Headphones,Charlie,8.0,746.0,Accessories,5968.0,3601.385969780122,2366.614030219878,,746.0,0.3966,2024,10,2024-10-01
2024-01-28,North,Monitor,Frank,9.0,321.0,Office,2889.0,2271.737228397378,617.2627716026218,,321.0,0.2137,2024,1,2024-01-01
2024-04-17,East,Camera,David,13.0,1279.0,Electronics,16627.0,12001.98616484541,4625.013835154594,,1279.0,0.2782,2024,4,2024-04-01
2024-02-13,West,Printer,Hannah,9.0,753.0,Office,6777.0,4706.13142563523,2070.86857436477,,753.0,0.3056,2024,2,2024-02-01
2024-12-05,North,Printer,Eva,4.0,527.0,Office,2108.0,1888.031649231135,219.9683507688651,,527.0,0.1043,2024,12,2024-12-01
2024-10-12,North,Mobile,Hannah,17.0,1281.0,Electronics,21777.0,16111.5531858291,5665.446814170904,,1281.0,0.2602,2024,10,2024-10-01
2024-11-26,North,Headphones,Bob,16.0,1076.0,Accessories,17216.0,14202.36993217189,3013.630067828113,,1076.0,0.175,2024,11,2024-11-01
2024-05-07,North,Camera,Frank,15.0,1539.0,Electronics,23085.0,15079.66969567344,8005.330304326564,,1539.0,0.3468,2024,5,2024-05-01
2024-12-13,West,Tablet,Alice,3.0,,Electronics,,,,ESSENTIAL_NULL;,,,2024,12,2024-12-01
2024-08-18,North,Laptop,Hannah,5.0,1449.0,Electronics,7245.0,5254.572353370263,1990.427646629737,,1449.0,0.2747,2024,8,2024-08-01
2024-07-08,East,Camera,David,5.0,470.0,Electronics,2350.0,1879.293708634577,470.7062913654233,,470.0,0.2003,2024,7,2024-07-01
2024-08-12,West,Monitor,David,15.0,1467.0,Office,22005.0,16547.31129285511,5457.688707144891,,1467.0,0.248,2024,8,2024-08-01
2024-10-09,South,Printer,Grace,18.0,1385.0,Office,24930.0,21617.79714077282,3312.202859227178,,1385.0,0.1329,2024,10,2024-10-01
2024-04-30,South,Printer,Hannah,15.0,1406.0,Office,21090.0,15399.78735496119,5690.21264503881,,1406.0,0.2698,2024,4,2024-04-01
2024-04-25,East,Tablet,Frank,2.0,949.0,Electronics,1898.0,1315.88500180937,582.1149981906299,,949.0,0.3067,2024,4,2024-04-01
2024-08-20,East,Tablet,Frank,13.0,955.0,Electronics,12415.0,10860.82329453537,1554.176705464632,,955.0,0.1252,2024,8,2024-08-01
2024-09-15,West,Monitor,Charlie,4.0,328.0,Office,1312.0,947.3173768704924,364.6826231295076,,328.0,0.278,2024,9,2024-09-01
2024-12-24,South,Laptop,Grace,10.0,379.0,Electronics,3790.0,2580.589618684238,1209.410381315762,,379.0,0.3191,2024,12,2024-12-01
2024-07-16,South,Tablet,Hannah,13.0,1993.0,Electronics,25909.0,16304.49025172171,9604.509748278288,,1993.0,0.3707,2024,7,2024-07-01
2024-05-16,South,Mobile,Eva,,1413.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,5,2024-05-01
2024-11-13,South,Laptop,Charlie,9.0,1803.0,Electronics,16227.0,13752.82774030998,2474.17225969002,,1803.0,0.1525,2024,11,2024-11-01
2024-06-13,South,Tablet,Grace,8.0,1170.0,Electronics,9360.0,5709.500176251003,3650.499823748997,,1170.0,0.39,2024,6,2024-06-01
2024-08-12,North,Smartwatch,Hannah,3.0,1074.0,Accessories,3222.0,2279.866835414914,942.1331645850864,,1074.0,0.2924,2024,8,2024-08-01
